Customer ID,Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
12528.0,10,6,1933.4800000000002,1,5,4,15,cant_loose
12530.0,60,4,1662.28,3,4,4,34,loyal_customers
12531.0,15,1,125.22,2,1,1,21,hibernating
12532.0,31,1,349.83000000000004,2,1,2,21,hibernating
12534.0,131,1,1089.18,4,1,4,41,promising
12535.0,92,2,716.35,4,2,3,42,potential_loyalists
12536.0,44,3,12601.830000000002,3,3,5,33,need_attention
12538.0,30,1,363.95,2,1,2,21,hibernating
12539.0,23,4,5568.349999999999,2,4,5,24,at_Risk
12540.0,20,17,13400.24,2,5,5,25,cant_loose
12541.0,30,3,981.1800000000002,2,3,4,23,at_Risk
12544.0,37,1,372.70000000000005,3,1,2,31,about_to_sleep
12545.0,76,2,1000.39,4,2,4,42,potential_loyalists
12546.0,47,2,1161.5,3,2,4,32,about_to_sleep
12547.0,198,2,207.8,5,2,1,52,potential_loyalists
12548.0,167,1,95.19999999999999,4,1,1,41,promising
12550.0,80,1,964.83,4,1,4,41,promising
12551.0,358,1,168.0,5,1,1,51,new_customers
12552.0,39,2,437.82,3,2,2,32,about_to_sleep
12553.0,9,10,3692.2799999999997,1,5,5,15,cant_loose
12556.0,51,2,603.7099999999999,3,2,3,32,about_to_sleep
12557.0,17,5,11990.96,2,4,5,24,at_Risk
12558.0,8,1,269.96000000000004,1,1,2,11,hibernating
12559.0,311,2,561.7099999999999,5,2,3,52,potential_loyalists
12560.0,6,3,2134.01,1,3,5,13,at_Risk
12561.0,303,1,238.85,5,1,1,51,new_customers
12562.0,9,7,3781.74,1,5,5,15,cant_loose
12564.0,262,1,456.90000000000003,5,1,2,51,new_customers
12565.0,289,1,145.92000000000002,5,1,1,51,new_customers
12566.0,87,1,351.65,4,1,2,41,promising
12567.0,23,10,9401.279999999999,2,5,5,25,cant_loose
12569.0,3,32,4124.6900000000005,1,5,5,15,cant_loose
12571.0,40,2,519.61,3,2,3,32,about_to_sleep
12572.0,9,2,1020.42,1,2,4,12,hibernating
12573.0,228,1,160.54,5,1,1,51,new_customers
12574.0,316,1,218.45000000000002,5,1,1,51,new_customers
12576.0,36,5,1315.83,3,4,4,34,loyal_customers
12577.0,36,3,657.8,3,3,3,33,need_attention
12578.0,22,2,2794.5099999999998,2,2,5,22,hibernating
12579.0,79,1,440.41999999999996,4,1,2,41,promising
12580.0,247,1,415.70000000000005,5,1,2,51,new_customers
12581.0,40,1,197.70999999999998,3,1,1,31,about_to_sleep
12582.0,239,2,511.3599999999999,5,2,3,52,potential_loyalists
12583.0,3,15,7281.379999999999,1,5,5,15,cant_loose
12584.0,4,9,2338.1500000000005,1,5,5,15,cant_loose
12585.0,235,2,2040.0999999999997,5,2,4,52,potential_loyalists
12586.0,18,1,196.94000000000003,2,1,1,21,hibernating
12587.0,8,1,144.0,1,1,1,11,hibernating
12588.0,40,1,214.89999999999998,3,1,1,31,about_to_sleep
12589.0,29,2,646.6800000000001,2,2,3,22,hibernating
12590.0,212,2,9864.26,5,2,5,52,potential_loyalists
12591.0,318,1,452.84999999999997,5,1,2,51,new_customers
12592.0,93,2,437.6,4,2,2,42,potential_loyalists
12593.0,109,3,418.0999999999999,4,3,2,43,potential_loyalists
12594.0,38,10,3338.2200000000003,3,5,5,35,loyal_customers
12596.0,52,2,618.27,3,2,3,32,about_to_sleep
12597.0,20,4,3811.2199999999993,2,4,5,24,at_Risk
12598.0,10,8,3023.08,1,5,5,15,cant_loose
12599.0,30,7,1032.5800000000004,2,5,4,25,cant_loose
12600.0,29,10,2599.04,2,5,5,25,cant_loose
12601.0,190,5,577.0600000000001,5,4,3,54,champions
12602.0,59,1,153.12,3,1,1,31,about_to_sleep
12603.0,22,1,739.1999999999999,2,1,3,21,hibernating
12604.0,80,2,254.17999999999998,4,2,2,42,potential_loyalists
12607.0,61,1,1579.51,3,1,4,31,about_to_sleep
12609.0,79,3,1126.8500000000001,4,3,4,43,potential_loyalists
12610.0,23,5,2099.54,2,4,5,24,at_Risk
12611.0,53,1,1193.32,3,1,4,31,about_to_sleep
12612.0,75,1,704.04,4,1,3,41,promising
12613.0,58,5,3344.38,3,4,5,34,loyal_customers
12614.0,278,1,315.59999999999997,5,1,2,51,new_customers
12615.0,3,4,2291.1899999999996,1,4,5,14,at_Risk
12616.0,96,2,713.3,4,2,3,42,potential_loyalists
12617.0,30,1,355.53000000000003,2,1,2,21,hibernating
12618.0,22,1,177.31,2,1,1,21,hibernating
12619.0,17,9,3641.24,2,5,5,25,cant_loose
12620.0,15,3,1339.41,2,3,4,23,at_Risk
12621.0,2,20,13689.67,1,5,5,15,cant_loose
12622.0,233,1,180.09999999999997,5,1,1,51,new_customers
12623.0,277,1,305.1,5,1,2,51,new_customers
12624.0,107,2,641.13,4,2,3,42,potential_loyalists
12625.0,212,2,2683.82,5,2,5,52,potential_loyalists
12626.0,24,9,6620.48,2,5,5,25,cant_loose
12627.0,11,7,4478.530000000001,1,5,5,15,cant_loose
12628.0,5,3,786.4599999999999,1,3,3,13,at_Risk
12630.0,10,2,1270.88,1,2,4,12,hibernating
12631.0,58,1,640.5,3,1,3,31,about_to_sleep
12633.0,59,4,2163.98,3,4,5,34,loyal_customers
12635.0,90,2,1689.1800000000003,4,2,4,42,potential_loyalists
12637.0,68,8,6021.9,3,5,5,35,loyal_customers
12638.0,34,1,671.69,3,1,3,31,about_to_sleep
12639.0,239,1,486.1,5,1,2,51,new_customers
12640.0,24,3,1174.58,2,3,4,23,at_Risk
12641.0,116,1,185.9,4,1,1,41,promising
12642.0,26,3,1013.26,2,3,4,23,at_Risk
12643.0,129,6,3344.6399999999994,4,5,5,45,loyal_customers
12644.0,130,1,477.90999999999997,4,1,2,41,promising
12645.0,34,4,1775.1800000000003,3,4,4,34,loyal_customers
12646.0,5,2,1346.97,1,2,4,12,hibernating
12647.0,23,12,3722.82,2,5,5,25,cant_loose
12648.0,155,1,318.04999999999995,4,1,2,41,promising
12649.0,108,3,623.51,4,3,3,43,potential_loyalists
12650.0,4,1,314.44,1,1,2,11,hibernating
12651.0,335,1,114.0,5,1,1,51,new_customers
12652.0,332,1,919.98,5,1,3,51,new_customers
12653.0,149,2,2209.85,4,2,5,42,potential_loyalists
12654.0,11,5,601.9799999999999,1,4,3,14,at_Risk
12656.0,18,5,4051.17,2,4,5,24,at_Risk
12657.0,12,4,1643.18,1,4,4,14,at_Risk
12658.0,19,1,686.05,2,1,3,21,hibernating
12659.0,30,1,91.68,2,1,1,21,hibernating
12660.0,12,1,245.10000000000002,1,1,1,11,hibernating
12662.0,1,11,3849.7799999999997,1,5,5,15,cant_loose
12664.0,9,9,4881.88,1,5,5,15,cant_loose
12665.0,325,1,63.0,5,1,1,51,new_customers
12667.0,59,1,620.1300000000001,3,1,3,31,about_to_sleep
12668.0,12,4,3807.15,1,4,5,14,at_Risk
12669.0,151,3,2744.03,4,3,5,43,potential_loyalists
12670.0,11,5,2996.0500000000006,1,4,5,14,at_Risk
12672.0,330,1,225.9,5,1,1,51,new_customers
12673.0,6,2,610.52,1,2,3,12,hibernating
12674.0,39,4,1970.6000000000001,3,4,4,34,loyal_customers
12676.0,25,6,1331.39,2,5,4,25,cant_loose
12678.0,43,12,17628.46,3,5,5,35,loyal_customers
12679.0,59,4,1113.02,3,4,4,34,loyal_customers
12680.0,1,4,880.8100000000002,1,4,3,14,at_Risk
12681.0,15,22,13787.54,2,5,5,25,cant_loose
12682.0,4,31,12288.220000000001,1,5,5,15,cant_loose
12683.0,5,15,8476.57,1,5,5,15,cant_loose
12684.0,8,7,2283.63,1,5,5,15,cant_loose
12685.0,29,6,2863.08,2,5,5,25,cant_loose
12686.0,372,1,89.14,5,1,1,51,new_customers
12688.0,114,1,4873.8099999999995,4,1,5,41,promising
12689.0,26,2,1247.61,2,2,4,22,hibernating
12690.0,206,1,389.01,5,1,2,51,new_customers
12691.0,29,6,1035.8,2,5,4,25,cant_loose
12693.0,128,4,855.91,4,4,3,44,loyal_customers
12694.0,71,2,869.67,3,2,3,32,about_to_sleep
12695.0,8,4,582.1,1,4,3,14,at_Risk
12697.0,29,3,957.5899999999999,2,3,4,23,at_Risk
12700.0,8,4,4939.99,1,4,5,14,at_Risk
12701.0,80,2,797.71,4,2,3,42,potential_loyalists
12702.0,20,1,219.0,2,1,1,21,hibernating
12703.0,72,1,283.55,3,1,2,31,about_to_sleep
12704.0,8,8,2340.8399999999997,1,5,5,15,cant_loose
12705.0,16,9,6868.290000000001,2,5,5,25,cant_loose
12707.0,292,1,603.42,5,1,3,51,new_customers
12708.0,30,10,2712.91,2,5,5,25,cant_loose
12709.0,16,15,9736.52,2,5,5,25,cant_loose
12710.0,97,3,1149.0200000000002,4,3,4,43,potential_loyalists
12712.0,29,13,4396.13,2,5,5,25,cant_loose
12713.0,1,1,848.5500000000001,1,1,3,11,hibernating
12714.0,10,5,4708.860000000001,1,4,5,14,at_Risk
12715.0,107,1,353.85999999999996,4,1,2,41,promising
12716.0,4,2,1053.4900000000002,1,2,4,12,hibernating
12717.0,152,2,1030.98,4,2,4,42,potential_loyalists
12718.0,72,1,238.25,3,1,1,31,about_to_sleep
12719.0,6,2,644.95,1,2,3,12,hibernating
12720.0,3,25,5781.730000000001,1,5,5,15,cant_loose
12721.0,32,6,2656.13,2,5,5,25,cant_loose
12722.0,86,4,997.6300000000001,4,4,4,44,loyal_customers
12723.0,4,5,725.07,1,4,3,14,at_Risk
12724.0,6,4,1031.4099999999999,1,4,4,14,at_Risk
12725.0,372,1,427.8,5,1,2,51,new_customers
12726.0,29,7,2609.1,2,5,5,25,cant_loose
12727.0,11,7,3980.7000000000003,1,5,5,15,cant_loose
12728.0,72,4,836.3299999999999,3,4,3,34,loyal_customers
12729.0,114,1,453.01000000000005,4,1,2,41,promising
12731.0,24,12,18895.91,2,5,5,25,cant_loose
12732.0,180,1,236.26000000000005,4,1,1,41,promising
12733.0,235,1,383.95000000000005,5,1,2,51,new_customers
12734.0,353,1,110.39999999999999,5,1,1,51,new_customers
12735.0,316,2,779.57,5,2,3,52,potential_loyalists
12736.0,333,1,234.00000000000003,5,1,1,51,new_customers
12738.0,373,1,155.35,5,1,1,51,new_customers
12739.0,79,2,1013.0400000000001,4,2,4,42,potential_loyalists
12740.0,64,1,427.59999999999997,3,1,2,31,about_to_sleep
12743.0,135,2,546.4300000000001,4,2,3,42,potential_loyalists
12744.0,52,7,21279.29,3,5,5,35,loyal_customers
12747.0,3,11,4196.009999999999,1,5,5,15,cant_loose
12748.0,1,210,33719.73,1,5,5,15,cant_loose
12749.0,4,5,4090.88,1,4,5,14,at_Risk
12750.0,129,1,275.88,4,1,2,41,promising
12752.0,82,1,4366.780000000001,4,1,5,41,promising
12753.0,23,6,21429.39,2,5,5,25,cant_loose
12754.0,236,3,3010.7400000000002,5,3,5,53,potential_loyalists
12755.0,281,2,3811.9499999999994,5,2,5,52,potential_loyalists
12756.0,87,1,112.08000000000001,4,1,1,41,promising
12757.0,16,13,7857.1,2,5,5,25,cant_loose
12758.0,117,2,2791.59,4,2,5,42,potential_loyalists
12759.0,53,3,1531.4400000000003,3,3,4,33,need_attention
12762.0,8,2,1898.5200000000004,1,2,4,12,hibernating
12763.0,139,2,494.08000000000004,4,2,3,42,potential_loyalists
12764.0,317,1,1693.88,5,1,4,51,new_customers
12766.0,4,7,6989.63,1,5,5,15,cant_loose
12769.0,239,1,1143.6,5,1,4,51,new_customers
12770.0,211,1,1351.4499999999998,5,1,4,51,new_customers
12772.0,60,1,892.4700000000001,3,1,3,31,about_to_sleep
12775.0,18,5,1386.0400000000002,2,4,4,24,at_Risk
12778.0,20,6,822.23,2,5,3,25,cant_loose
12779.0,38,8,3981.3599999999997,3,5,5,35,loyal_customers
12781.0,64,2,826.74,3,2,3,32,about_to_sleep
12782.0,5,5,2330.9200000000005,1,4,5,14,at_Risk
12783.0,3,6,2225.91,1,5,5,15,cant_loose
12784.0,10,2,574.4200000000001,1,2,3,12,hibernating
12785.0,365,1,311.95,5,1,2,51,new_customers
12787.0,10,3,463.65999999999997,1,3,2,13,at_Risk
12789.0,66,1,91.85000000000001,3,1,1,31,about_to_sleep
12790.0,193,1,324.9200000000001,5,1,2,51,new_customers
12791.0,374,1,192.60000000000002,5,1,1,51,new_customers
12792.0,257,1,400.53999999999996,5,1,2,51,new_customers
12793.0,335,2,545.48,5,2,3,52,potential_loyalists
12794.0,54,2,860.41,3,2,3,32,about_to_sleep
12795.0,19,1,430.48,2,1,2,21,hibernating
12797.0,366,1,254.03,5,1,2,51,new_customers
12798.0,11,3,6977.04,1,3,5,13,at_Risk
12802.0,187,1,427.58,5,1,2,51,new_customers
12808.0,37,3,483.65000000000003,3,3,2,33,need_attention
12809.0,178,1,489.31,4,1,2,41,promising
12811.0,261,3,514.8499999999999,5,3,3,53,potential_loyalists
12812.0,45,1,229.64,3,1,1,31,about_to_sleep
12814.0,102,1,125.92,4,1,1,41,promising
12815.0,148,2,1063.46,4,2,4,42,potential_loyalists
12816.0,96,2,572.2,4,2,3,42,potential_loyalists
12817.0,282,1,166.04,5,1,1,51,new_customers
12818.0,262,1,1542.08,5,1,4,51,new_customers
12820.0,4,4,942.34,1,4,4,14,at_Risk
12821.0,215,1,92.72,5,1,1,51,new_customers
12822.0,71,2,948.8800000000002,3,2,4,32,about_to_sleep
12823.0,75,5,1759.5,4,4,4,44,loyal_customers
12824.0,60,1,397.11999999999995,3,1,2,31,about_to_sleep
12826.0,3,7,1474.72,1,5,4,15,cant_loose
12827.0,6,3,430.15,1,3,2,13,at_Risk
12828.0,3,6,1018.71,1,5,4,15,cant_loose
12829.0,337,2,293.0,5,2,2,52,potential_loyalists
12830.0,38,6,6814.640000000001,3,5,5,35,loyal_customers
12831.0,263,1,215.05,5,1,1,51,new_customers
12832.0,33,2,383.03000000000003,2,2,2,22,hibernating
12833.0,146,1,417.38,4,1,2,41,promising
12834.0,283,1,312.38,5,1,2,51,new_customers
12836.0,60,4,2612.8599999999997,3,4,5,34,loyal_customers
12837.0,174,1,134.1,4,1,1,41,promising
12838.0,34,2,683.13,3,2,3,32,about_to_sleep
12839.0,3,14,5591.42,1,5,5,15,cant_loose
12840.0,144,4,2726.77,4,4,5,44,loyal_customers
12841.0,5,25,4022.35,1,5,5,15,cant_loose
12842.0,71,2,1118.99,3,2,4,32,about_to_sleep
12843.0,66,8,1702.2600000000002,3,5,4,35,loyal_customers
12844.0,30,2,325.96,2,2,2,22,hibernating
12845.0,268,4,354.09,5,4,2,54,champions
12847.0,23,1,871.5399999999998,2,1,3,21,hibernating
12849.0,32,2,1050.8899999999999,2,2,4,22,hibernating
12851.0,97,1,135.18,4,1,1,41,promising
12852.0,295,1,311.55,5,1,2,51,new_customers
12853.0,135,6,1957.1000000000004,4,5,4,45,loyal_customers
12854.0,79,3,1324.5000000000002,4,3,4,43,potential_loyalists
12855.0,373,1,38.1,5,1,1,51,new_customers
12856.0,8,6,2179.93,1,5,5,15,cant_loose
12857.0,211,2,1106.4,5,2,4,52,potential_loyalists
12863.0,53,1,521.2,3,1,3,31,about_to_sleep
12864.0,139,1,147.12,4,1,1,41,promising
12865.0,27,2,1568.23,2,2,4,22,hibernating
12866.0,284,1,559.12,5,1,3,51,new_customers
12867.0,27,7,4036.82,2,5,5,25,cant_loose
12868.0,186,6,1607.0600000000002,5,5,4,55,champions
12871.0,85,2,380.64000000000004,4,2,2,42,potential_loyalists
12872.0,327,2,599.9700000000001,5,2,3,52,potential_loyalists
12873.0,283,1,374.0,5,1,2,51,new_customers
12875.0,144,2,343.2300000000001,4,2,2,42,potential_loyalists
12876.0,58,2,2218.020000000001,3,2,5,32,about_to_sleep
12877.0,4,12,1535.7700000000002,1,5,4,15,cant_loose
12878.0,237,2,854.99,5,2,3,52,potential_loyalists
12879.0,45,3,573.22,3,3,3,33,need_attention
12881.0,276,1,298.0,5,1,2,51,new_customers
12882.0,10,2,1463.0399999999997,1,2,4,12,hibernating
12883.0,25,4,703.47,2,4,3,24,at_Risk
12884.0,89,1,309.05000000000007,4,1,2,41,promising
12885.0,64,3,1175.2199999999998,3,3,4,33,need_attention
12886.0,68,2,1378.3999999999999,3,2,4,32,about_to_sleep
12888.0,215,2,354.12,5,2,2,52,potential_loyalists
12890.0,25,1,380.47,2,1,2,21,hibernating
12891.0,186,3,331.0,5,3,2,53,potential_loyalists
12893.0,31,1,188.14000000000001,2,1,1,21,hibernating
12895.0,43,2,372.8,3,2,2,32,about_to_sleep
12897.0,205,2,216.5,5,2,1,52,potential_loyalists
12901.0,9,28,17654.539999999997,1,5,5,15,cant_loose
12902.0,265,1,138.67999999999998,5,1,1,51,new_customers
12904.0,19,2,509.58,2,2,3,22,hibernating
12906.0,12,5,2919.81,1,4,5,14,at_Risk
12908.0,177,2,750.0,4,2,3,42,potential_loyalists
12909.0,40,5,2178.67,3,4,5,34,loyal_customers
12910.0,24,8,3075.0400000000004,2,5,5,25,cant_loose
12912.0,3,5,1662.3,1,4,4,14,at_Risk
12913.0,5,5,2483.6299999999997,1,4,5,14,at_Risk
12915.0,149,2,363.65,4,2,2,42,potential_loyalists
12916.0,139,4,3006.1499999999996,4,4,5,44,loyal_customers
12917.0,129,1,594.0,4,1,3,41,promising
12919.0,9,6,1335.19,1,5,4,15,cant_loose
12920.0,18,1,164.23000000000002,2,1,1,21,hibernating
12921.0,10,37,16587.09,1,5,5,15,cant_loose
12922.0,162,1,405.38,4,1,2,41,promising
12923.0,65,1,176.97,3,1,1,31,about_to_sleep
12924.0,89,4,933.7000000000002,4,4,3,44,loyal_customers
12925.0,5,2,694.05,1,2,3,12,hibernating
12928.0,36,5,2062.7,3,4,5,34,loyal_customers
12929.0,312,1,117.85,5,1,1,51,new_customers
12930.0,79,2,415.8,4,2,2,42,potential_loyalists
12931.0,22,15,42055.96,2,5,5,25,cant_loose
12933.0,25,3,607.53,2,3,3,23,at_Risk
12935.0,3,7,2160.7,1,5,5,15,cant_loose
12936.0,18,4,1063.8999999999999,2,4,4,24,at_Risk
12937.0,16,4,1504.2700000000002,2,4,4,24,at_Risk
12938.0,26,1,114.13999999999999,2,1,1,21,hibernating
12939.0,65,8,11581.800000000001,3,5,5,35,loyal_customers
12940.0,55,2,913.54,3,2,3,32,about_to_sleep
12942.0,132,3,683.9000000000001,4,3,3,43,potential_loyalists
12944.0,36,2,604.5099999999999,3,2,3,32,about_to_sleep
12945.0,289,1,462.95000000000005,5,1,2,51,new_customers
12947.0,144,6,1603.99,4,5,4,45,loyal_customers
12948.0,17,7,2064.95,2,5,5,25,cant_loose
12949.0,31,8,4167.22,2,5,5,25,cant_loose
12950.0,3,3,1843.0,1,3,4,13,at_Risk
12951.0,9,6,1064.07,1,5,4,15,cant_loose
12952.0,6,4,1387.79,1,4,4,14,at_Risk
12953.0,10,1,329.85,1,1,2,11,hibernating
12955.0,2,11,4757.160000000001,1,5,5,15,cant_loose
12956.0,307,1,108.07,5,1,1,51,new_customers
12957.0,10,8,4017.54,1,5,5,15,cant_loose
12962.0,8,2,266.39,1,2,2,12,hibernating
12963.0,9,8,1856.63,1,5,4,15,cant_loose
12965.0,90,1,771.91,4,1,3,41,promising
